cle_interop,voie_nom,numero,suffixe,cad_parcelles,x,y,long,lat
87085_1836_00032,allée Fabre d'Eglantine,32,,LS0063,1567884.54860000,5187917.22700000,1.29792440,45.87858209
87085_1836_00033,allée Fabre d'Eglantine,33,,LS0074,1567654.13070000,5187925.99430000,1.29495436,45.87861662
87085_1836_00034,allée Fabre d'Eglantine,34,,LS0063,1567873.34940000,5187936.89700000,1.29777475,45.87875688
87085_1836_00035,allée Fabre d'Eglantine,35,,LS0074,1567641.87760000,5187886.98510000,1.29480731,45.87826334
87085_1836_00036,allée Fabre d'Eglantine,36,,LS0070,1567793.37760000,5187937.18290000,1.29674469,45.87874407
87085_1836_00037,allée Fabre d'Eglantine,37,,LS0074,1567603.41030000,5187909.22230000,1.29430574,45.87845597
87085_1836_00039,allée Fabre d'Eglantine,39,,LS0074,1567595.26230000,5187863.60940000,1.29421339,45.87804408
87085_1836_00040,allée Fabre d'Eglantine,40,,LS0091,1567764.34840000,5187981.98170000,1.29635847,45.87914148
87085_1836_00042,allée Fabre d'Eglantine,42,,LS0091,1567712.94160000,5187986.40270000,1.29569516,45.87917135
87085_1836_00044,allée Fabre d'Eglantine,44,,LS0091,1567685.69020000,5188005.75110000,1.29533884,45.87934015
87085_1836_00048,allée Fabre d'Eglantine,48,,LS0091,1567701.32210000,5188055.33890000,1.29552650,45.87978924
87085_1793_00003,allée Falconnet,3,,RS0102,1561737.81980000,5185401.47200000,1.21948482,45.85474246
87085_1793_00004,allée Falconnet,4,,RS0089,1561759.85290000,5185385.82470000,1.21977297,45.85460613
87085_1793_00005,allée Falconnet,5,,RS0100,1561762.75060000,5185395.87100000,1.21980738,45.85469709
87085_1793_00006,allée Falconnet,6,,RS0090,1561787.44070000,5185377.35910000,1.22013056,45.85453553
87085_1793_00007,allée Falconnet,7,,RS0098,1561785.48070000,5185388.44950000,1.22010213,45.85463490
87085_1793_00008,allée Falconnet,8,,RS0091,1561815.46370000,5185362.17530000,1.22049568,45.85440458
87085_1793_00009,allée Falconnet,9,,RS0096,1561808.34620000,5185381.45620000,1.22039850,45.85457659
87085_1793_00010,allée Falconnet,10,,RS0092,1561821.77400000,5185369.41670000,1.22057483,45.85447099
87085_2051_00001,allée François Faucher,1,,MD0150,1565285.74590000,5187952.12370000,1.26444409,45.87839143
87085_2051_00003,allée François Faucher,3,,MD0149,1565307.49400000,5187946.65200000,1.26472573,45.87834647
87085_2051_00004,allée François Faucher,4,,MD0130,1565310.05070000,5187935.39760000,1.26476181,45.87824574
87085_2051_00005,allée François Faucher,5,,MD0148,1565338.90150000,5187938.54070000,1.26513250,45.87827966
87085_2051_00006,allée François Faucher,6,,MD0131,1565328.87950000,5187930.66570000,1.26500564,45.87820686
87085_2051_00007,allée François Faucher,7,,MD0147,1565355.05420000,5187934.29970000,1.26534173,45.87824468
87085_2051_00008,allée François Faucher,8,,MD0132,1565354.59750000,5187922.20270000,1.26533924,45.87813577
87085_2051_00009,allée François Faucher,9,,MD0146,1565364.07000000,5187930.19040000,1.26545900,45.87820948
87085_2051_00011,allée François Faucher,11,,MD0145,1565366.23070000,5187916.27780000,1.26549073,45.87808475
87085_2051_00012,allée François Faucher,12,,MD0133,1565343.44180000,5187880.30880000,1.26520732,45.87775673
87085_2051_00014,allée François Faucher,14,,MD0134,1565332.78280000,5187869.45230000,1.26507309,45.87765698
87085_2051_00015,allée François Faucher,15,,MD0144,1565366.37890000,5187897.67320000,1.26549785,45.87791742
87085_2051_00017,allée François Faucher,17,,MD0143,1565361.81010000,5187880.37340000,1.26544387,45.87776091
87085_2051_00019,allée François Faucher,19,,MD0142,1565354.01530000,5187867.14520000,1.26534719,45.87764038
87085_2051_00021,allée François Faucher,21,,MD0141,1565346.78600000,5187845.75770000,1.26526008,45.87744657
87085_2063_00001,allée François Reichenbach,1,,MD0192,1565420.72460000,5188156.22300000,1.26612528,45.88025387
87085_2063_00002,allée François Reichenbach,2,,MD0204,1565409.12520000,5188154.77040000,1.26597629,45.88023853
87085_2063_00004,allée François Reichenbach,4,,MD0201,1565409.50320000,5188144.63460000,1.26598400,45.88014742
87085_2063_00006,allée François Reichenbach,6,,MD0200,1565414.72890000,5188126.74650000,1.26605632,45.87998753
87085_2063_00008,allée François Reichenbach,8,,MD0199,1565418.15200000,5188106.96100000,1.26610596,45.87981022
87085_2063_00010,allée François Reichenbach,10,,MD0198,1565419.57740000,5188084.64240000,1.26613057,45.87960973
87085_2061_00015,allée François Richard,15,,CN0048,1566316.86330000,5184591.03220000,1.27865975,45.84835777
87085_2123_00001,allée Gabriel Lippmann,1,,NZ0175,1565054.63460000,5186331.27910000,1.26192318,45.86376569
87085_2123_00003,allée Gabriel Lippmann,3,,NZ0176,1565067.11040000,5186346.27610000,1.26207961,45.86390305
87085_2123_00004,allée Gabriel Lippmann,4,,NZ0177,1565073.75750000,5186341.22090000,1.26216661,45.86385888
87085_2123_00005,allée Gabriel Lippmann,5,,NZ0170,1565072.30590000,5186369.31550000,1.26214003,45.86411132
87085_2123_00006,allée Gabriel Lippmann,6,,NZ0180,1565106.96860000,5186333.34520000,1.26259644,45.86379455
87085_2123_00007,allée Gabriel Lippmann,7,,NZ0167,1565080.86690000,5186375.78000000,1.26224844,45.86417115
87085_2123_00008,allée Gabriel Lippmann,8,,NZ0183,1565117.68260000,5186327.49860000,1.26273604,45.86374406
87085_2123_00009,allée Gabriel Lippmann,9,,NZ0166,1565092.50700000,5186375.04690000,1.26239852,45.86416684
87085_2123_00011,allée Gabriel Lippmann,11,,NZ0165,1565094.25970000,5186364.92360000,1.26242394,45.86407612
87085_2123_00015,allée Gabriel Lippmann,15,,NZ0185,1565118.40320000,5186345.96990000,1.26274013,45.86391036
87085_2123_00017,allée Gabriel Lippmann,17,,NZ0184,1565123.12020000,5186332.04110000,1.26280477,45.86378599
87085_2142_00001,allée Galvani,1,,SK0009,1565019.70050000,5186908.98330000,1.26131098,45.86895561
87085_2142_00003,allée Galvani,3,,SK0009,1565019.31710000,5186912.87230000,1.26130495,45.86899051
87085_2142_00005,allée Galvani,5,,SK0009,1565018.83720000,5186917.65230000,1.26129742,45.86903342
87085_2142_00007,allée Galvani,7,,SK0009,1565017.96940000,5186923.79580000,1.26128452,45.86908851
87085_2142_00009,allée Galvani,9,,SK0009,1565017.13150000,5186931.69330000,1.26127151,45.86915939
87085_2142_00011,allée Galvani,11,,SK0009,1565016.40110000,5186938.64530000,1.26126015,45.86922178
87085_2142_00013,allée Galvani,13,,SK0009,1565015.79120000,5186945.16690000,1.26125046,45.86928033
87085_2142_00015,allée Galvani,15,,SK0009,1565015.08590000,5186950.96320000,1.26123975,45.86933233
87085_2142_00017,allée Galvani,17,,SK0009,1565014.42020000,5186958.54320000,1.26122905,45.86940039
87085_2142_00019,allée Galvani,19,,SK0009,1565013.47510000,5186966.86660000,1.26121454,45.86947507
87085_2189_00004,allée Général Brosset,4,,NH0278,1561594.44180000,5181576.88360000,1.21874034,45.82030959
87085_2189_00005,allée Général Brosset,5,,NH0278,1561574.15910000,5181584.44620000,1.21847722,45.82037354
87085_2189_00006,allée Général Brosset,6,,NH0278,1561588.24430000,5181588.03070000,1.21865740,45.82040862
87085_2189_00007,allée Général Brosset,7,,NH0278,1561549.88620000,5181578.91020000,1.21816653,45.82031886
87085_2189_00008,allée Général Brosset,8,,NH0278,1561576.64300000,5181594.22820000,1.21850636,45.82046203
87085_2189_00010,allée Général Brosset,10,,NH0278,1561567.76760000,5181594.48530000,1.21839210,45.82046256
87085_2189_00011,allée Général Brosset,11,,NH0278,1561497.57840000,5181560.10100000,1.21749897,45.82013913
87085_2189_00012,allée Général Brosset,12,,NH0278,1561544.75760000,5181585.05510000,1.21809877,45.82037310
87085_2189_00014,allée Général Brosset,14,,NH0278,1561530.27560000,5181578.14490000,1.21791444,45.82030802
87085_2189_00015,allée Général Brosset,15,,NH0278,1561482.35220000,5181552.64190000,1.21730523,45.82006896
87085_2189_00018,allée Général Brosset,18,,NH0278,1561477.44160000,5181562.85390000,1.21723911,45.82015984
87085_2196_00001,allée Général Lhermite,1,,SZ0044,1566694.86640000,5180802.18550000,1.28457609,45.81434802
87085_2196_00002,allée Général Lhermite,2,,SZ0085,1566699.71850000,5180814.71260000,1.28463504,45.81446165
87085_2196_00003,allée Général Lhermite,3,,SZ0048,1566685.73060000,5180822.10170000,1.28445304,45.81452541
87085_2196_00004,allée Général Lhermite,4,,SZ0084,1566691.45050000,5180846.95350000,1.28451974,45.81475008
87085_2196_00005,allée Général Lhermite,5,,SZ0087,1566665.65890000,5180866.20820000,1.28418260,45.81491829
87085_2196_00006,allée Général Lhermite,6,,SZ0083,1566731.89380000,5180870.08010000,1.28503361,45.81496595
87085_2196_00007,allée Général Lhermite,7,,SZ0061,1566640.93340000,5180865.52900000,1.28386471,45.81490738
87085_2196_00008,allée Général Lhermite,8,,SZ0082,1566755.24700000,5180880.50850000,1.28533115,45.81506429
87085_2196_00009,allée Général Lhermite,9,,SZ0062,1566619.99200000,5180862.74000000,1.28359608,45.81487824
87085_2196_00010,allée Général Lhermite,10,,SZ0081,1566774.17560000,5180893.62300000,1.28557103,45.81518593
87085_2196_00011,allée Général Lhermite,11,,SZ0063,1566600.89670000,5180866.04220000,1.28334951,45.81490424
87085_2196_00012,allée Général Lhermite,12,,SZ0080,1566792.10710000,5180906.30550000,1.28579820,45.81530349
87085_2196_00013,allée Général Lhermite,13,,SZ0064,1566580.45290000,5180878.34400000,1.28308310,45.81501094
87085_2196_00014,allée Général Lhermite,14,,SZ0079,1566749.58200000,5180888.68350000,1.28525601,45.81513673
87085_2196_00015,allée Général Lhermite,15,,SZ0065,1566560.08980000,5180901.64720000,1.28281467,45.81521662
87085_2196_00016,allée Général Lhermite,16,,SZ0078,1566719.40210000,5180877.10310000,1.28487097,45.81502671
87085_2196_00017,allée Général Lhermite,17,,SZ0056,1566591.94270000,5180882.70020000,1.28322970,45.81505235
87085_2196_00018,allée Général Lhermite,18,,SZ0077,1566692.07140000,5180873.90800000,1.28452026,45.81499267
87085_2196_00019,allée Général Lhermite,19,,SZ0057,1566615.20870000,5180873.26950000,1.28353163,45.81497203
87085_2196_00021,allée Général Lhermite,21,,SZ0058,1566636.46270000,5180875.37190000,1.28380447,45.81499506
87085_2196_00023,allée Général Lhermite,23,,SZ0075,1566662.89950000,5180878.00320000,1.28414384,45.81502386
87085_2209_00002,allée Georges Bernanos,2,,OA0128,1565236.49130000,5179409.09560000,1.26620520,45.80153215
87085_2209_00004,allée Georges Bernanos,4,,OA0129,1565239.36940000,5179425.18590000,1.26623771,45.80167746
87085_2209_00006,allée Georges Bernanos,6,,OA0130,1565235.88020000,5179444.44330000,1.26618744,45.80185001
87085_2209_00008,allée Georges Bernanos,8,,OA0131,1565231.01760000,5179466.20110000,1.26611881,45.80204478
87085_2209_00010,allée Georges Bernanos,10,,OA0132,1565228.01440000,5179480.91010000,1.26607607,45.80217651
87085_2209_00011,allée Georges Bernanos,11,,OA0062,1565207.15160000,5179510.48070000,1.26579946,45.80243843
87085_2209_00012,allée Georges Bernanos,12,,OA0133,1565224.47690000,5179497.48400000,1.26602593,45.80232491
87085_2209_00014,allée Georges Bernanos,14,,OA0134,1565221.06320000,5179512.69620000,1.26597776,45.80246109
87085_2237_00001,allée Georges Vérynaud,1,,EX0530,1566274.99560000,5180638.69340000,1.27922015,45.81279581
87085_2237_00009,allée Georges Vérynaud,9,,EX0198,1566224.72410000,5180605.12840000,1.27858279,45.81248410
87085_2244_00001,allée Gérard Philipe,1,,LP0045,1567816.29460000,5188150.42950000,1.29698111,45.88066676
87085_2244_00010,allée Gérard Philipe,10,,LP0042,1567757.02780000,5188222.81960000,1.29619782,45.88130655
87085_2244_00012,allée Gérard Philipe,12,,LP0042,1567749.87760000,5188238.28720000,1.29610146,45.88144432
87085_5032_00001,allée Géricault,1,,RS0031,1561733.81790000,5185474.27230000,1.21941235,45.85539653
87085_5032_00003,allée Géricault,3,,RS0032,1561736.22620000,5185504.14840000,1.21943475,45.85566576
87085_5032_00004,allée Géricault,4,,RS0035,1561746.37780000,5185495.38330000,1.21956796,45.85558895
87085_5032_00005,allée Géricault,5,,RS0033,1561738.83610000,5185531.97600000,1.21946034,45.85591661
87085_2243_00001,allée Germaine May,1,,EY0267,1566422.71610000,5181454.98750000,1.28089375,45.82016762
87085_2243_00003,allée Germaine May,3,,EY0267,1566421.83220000,5181449.66200000,1.28088385,45.82011954
87085_2243_00005,allée Germaine May,5,,EY0267,1566420.34850000,5181442.08980000,1.28086687,45.82005113
87085_2243_00006,allée Germaine May,6,,EY0269,1566432.81390000,5181395.17910000,1.28104027,45.81963156
87085_2243_00007,allée Germaine May,7,,EY0267,1566419.36360000,5181437.11330000,1.28085558,45.82000617
87085_2243_00008,allée Germaine May,8,,EY0269,1566431.31780000,5181400.64250000,1.28101951,45.81968042
87085_2243_00010,allée Germaine May,10,,EY0269,1566430.63250000,5181402.89970000,1.28101006,45.81970059
87085_2243_00012,allée Germaine May,12,,EY0269,1566429.25010000,5181407.76960000,1.28099093,45.81974413
87085_2243_00014,allée Germaine May,14,,EY0269,1566427.86190000,5181411.92860000,1.28097191,45.81978127
87085_2243_00016,allée Germaine May,16,,EY0269,1566426.47950000,5181416.79850000,1.28095277,45.81982481
87085_2243_00018,allée Germaine May,18,,EY0269,1566425.66930000,5181419.17520000,1.28094169,45.81984603
87085_2243_00020,allée Germaine May,20,,EY0269,1566424.28400000,5181423.68960000,1.28092261,45.81988638
87085_2243_00022,allée Germaine May,22,,EY0269,1566426.60250000,5181433.26590000,1.28094978,45.81997297
87085_2243_00024,allée Germaine May,24,,EY0269,1566426.20810000,5181441.68660000,1.28094237,45.82004864
87085_2243_00026,allée Germaine May,26,,EY0269,1566427.80870000,5181449.97250000,1.28096066,45.82012349
87085_2243_00030,allée Germaine May,30,,EY0263,1566427.42310000,5181465.34460000,1.28095143,45.82026170
87085_2243_00032,allée Germaine May,32,,EY0263,1566413.20620000,5181468.17490000,1.28076773,45.82028440
87085_2242_00001,allée Germaine Tillion,1,,MP0008,1567173.85170000,5189663.04930000,1.28828784,45.89414979
87085_2242_00003,allée Germaine Tillion,3,,MP0008,1567178.69360000,5189650.74620000,1.28835362,45.89404005
87085_2242_00005,allée Germaine Tillion,5,,MP0008,1567178.37610000,5189644.63430000,1.28835122,45.89398501
87085_2242_00006,allée Germaine Tillion,6,,MP0008,1567171.07360000,5189646.22180001,1.28825671,45.89399788
87085_2242_00007,allée Germaine Tillion,7,,MP0008,1567178.53490000,5189635.42680000,1.28835582,45.89390222
87085_2242_00008,allée Germaine Tillion,8,,MP0008,1567167.81920000,5189632.56930000,1.28821856,45.89387444
87085_2242_00009,allée Germaine Tillion,9,,MP0008,1567176.15360000,5189623.83800000,1.28832835,45.89379751
87085_2242_00010,allée Germaine Tillion,10,,MP0008,1567165.75540000,5189622.17120000,1.28819485,45.89378050
87085_2242_00011,allée Germaine Tillion,11,,MP0008,1567174.08980000,5189612.64610000,1.28830486,45.89369643
87085_2242_00012,allée Germaine Tillion,12,,MP0008,1567163.53290000,5189610.74120000,1.28816939,45.89367725
87085_2242_00014,allée Germaine Tillion,14,,MP0008,1567161.62790000,5189600.50180000,1.28814768,45.89358478
87085_2242_00015,allée Germaine Tillion,15,,MP0008,1567171.94670000,5189601.85110000,1.28828024,45.89359891
87085_2242_00017,allée Germaine Tillion,17,,MP0008,1567169.80360000,5189590.65920000,1.28825573,45.89349782
87085_2242_00019,allée Germaine Tillion,19,,MP0008,1567167.26360000,5189577.95920000,1.28822653,45.89338308
87085_2247_00002,allée Germain Pilon,2,,RS0020,1561634.91680000,5185400.33060000,1.21816043,45.85471149
87085_2247_00003,allée Germain Pilon,3,,RS0013,1561612.84770000,5185417.43650000,1.21787139,45.85486092
87085_2247_00004,allée Germain Pilon,4,,RS0019,1561622.64250000,5185420.36950000,1.21799664,45.85488928
87085_2247_00005,allée Germain Pilon,5,,RS0014,1561600.08850000,5185438.62430000,1.21770103,45.85504895
87085_2247_00006,allée Germain Pilon,6,,RS0018,1561610.37330000,5185441.46320000,1.21783261,45.85507655
87085_2247_00007,allée Germain Pilon,7,,RS0015,1561581.36180000,5185454.06980000,1.21745550,45.85518411
87085_2247_00008,allée Germain Pilon,8,,RS0017,1561599.20960000,5185461.35580000,1.21768317,45.85525325
87085_2247_00010,allée Germain Pilon,10,,RS0016,1561586.58950000,5185471.02060000,1.21751791,45.85533765
87085_2251_00001,allée Gilbert Bécaud,1,,SC0181,1557721.87180000,5187956.95790000,1.16702895,45.87691044
87085_2251_00002,allée Gilbert Bécaud,2,,SC0103,1557721.22250000,5187937.37800000,1.16702640,45.87673418
87085_2251_00004,allée Gilbert Bécaud,4,,SC0105,1557742.54620000,5187979.42740000,1.16728855,45.87711684
87085_2251_00006,allée Gilbert Bécaud,6,,SC0106,1557759.78400000,5188019.22090000,1.16749875,45.87747836
87085_2251_00008,allée Gilbert Bécaud,8,,SC0107,1557761.04200000,5188059.14420000,1.16750312,45.87783774
87085_2253_00001,allée Gilbert Bugeac,1,,LC0003,1567988.08720000,5190944.00660000,1.29842497,45.90582973
87085_2253_00002,allée Gilbert Bugeac,2,,LC0003,1567994.75450000,5190951.70590000,1.29850876,45.90590027
87085_2253_00003,allée Gilbert Bugeac,3,,LC0003,1567976.49840000,5190943.05410000,1.29827590,45.90581893
87085_2253_00004,allée Gilbert Bugeac,4,,LC0003,1567978.56200000,5190950.35650000,1.29830048,45.90588502
87085_2253_00005,allée Gilbert Bugeac,5,,LC0003,1567966.17960000,5190942.26030000,1.29814316,45.90580981
87085_2253_00006,allée Gilbert Bugeac,6,,LC0003,1567972.52950000,5190949.80090000,1.29822290,45.90587886
87085_2253_00007,allée Gilbert Bugeac,7,,LC0003,1567954.27330000,5190941.30780000,1.29799000,45.90579895
87085_2253_00008,allée Gilbert Bugeac,8,,LC0003,1567964.67140000,5190949.24530000,1.29812180,45.90587235
87085_2253_00009,allée Gilbert Bugeac,9,,LC0003,1567943.55770000,5190940.51400000,1.29785214,45.90578975
87085_2253_00010,allée Gilbert Bugeac,10,,LC0003,1567951.33640000,5190948.37220000,1.29795021,45.90586194
87085_2253_00011,allée Gilbert Bugeac,11,,LC0003,1567932.12770000,5190939.64090000,1.29770510,45.90577970
87085_2253_00012,allée Gilbert Bugeac,12,,LC0003,1567945.06580000,5190947.81650000,1.29786956,45.90585573
87085_2253_00014,allée Gilbert Bugeac,14,,LC0003,1567930.77830000,5190946.46720000,1.29768583,45.90584085
87085_2253_00015,allée Gilbert Bugeac,15,,LC0003,1567921.09460000,5190939.00590000,1.29756310,45.90577187
87085_2253_00016,allée Gilbert Bugeac,16,,LC0003,1567923.23770000,5190945.83220000,1.29758884,45.90583368
87085_2254_00003,allée Gisèle Halimi,3,,LL0115,1567747.34520000,5189147.21110000,1.29581800,45.88962000
87085_2254_00004,allée Gisèle Halimi,4,,LL0118,1567732.26400000,5189141.01990001,1.29562600,45.88956200
87085_2254_00007,allée Gisèle Halimi,7,,LL0117,1567778.45760000,5189102.24160000,1.29623150,45.88922160
87085_2386_00006,allée Guy Monnerot,6,,MP0329,1567202.68630000,5189617.45850000,1.28867193,45.89374525
87085_2386_00010,allée Guy Monnerot,10,,MP0014,1567242.21510000,5189622.53850000,1.28917977,45.89379859
87085_2386_00011,allée Guy Monnerot,11,,MP0025,1567265.08630000,5189612.26380000,1.28947726,45.89371058
87085_2386_00012,allée Guy Monnerot,12,,MP0013,1567259.15880000,5189610.38950000,1.28940141,45.89369258
87085_2386_00016,allée Guy Monnerot,16,,MP0011,1567282.65380000,5189588.58779999,1.28971012,45.89350100
87085_2386_00021,allée Guy Monnerot,21,,MP0029,1567325.76180000,5189552.97300000,1.29027532,45.89318895
87085_2386_00022,allée Guy Monnerot,22,,MP0198,1567321.38510000,5189548.90390000,1.29022007,45.89315150
87085_2435_00001,allée Hélène Boucher,1,,BS0766,1565378.72380000,5184711.74870000,1.26654999,45.84926063
87085_2435_00003,allée Hélène Boucher,3,,BS0766,1565391.49560000,5184729.20560000,1.26670951,45.84942017
87085_2437_00002,allée Henri André Lafaye,2,,LH0053,1567765.13220000,5189808.44180000,1.29586517,45.89557176
87085_2437_00003,allée Henri André Lafaye,3,,LH0047,1567761.56430000,5189794.28570000,1.29582311,45.89544373
87085_2437_00004,allée Henri André Lafaye,4,,LH0052,1567739.05470000,5189803.71420000,1.29553051,45.89552421
87085_2437_00005,allée Henri André Lafaye,5,,LH0048,1567744.14100000,5189786.43020000,1.29560081,45.89536971
87085_2437_00007,allée Henri André Lafaye,7,,LH0049,1567728.48450000,5189785.16900000,1.29539945,45.89535535
87085_2488_00010,allée Henri Moissan,10,,BW0010,1564813.63720000,5186057.83970000,1.25889714,45.86125860
87085_2488_00012,allée Henri Moissan,12,,BW0039,1564840.91090000,5186067.69180000,1.25924552,45.86135259
87085_2488_00014,allée Henri Moissan,14,,BW0208,1564856.61020000,5186073.11300000,1.25944612,45.86140444
87085_2488_00015,allée Henri Moissan,15,,NZ0305,1564868.59780000,5186085.37190000,1.25959702,45.86151707
87085_2488_00016,allée Henri Moissan,16,,BW0213,1564871.13490000,5186078.49970000,1.25963162,45.86145575
87085_5510_00001,allée Henry de Monfreid,1,,PO0234,1559903.94810000,5184714.57190000,1.19607689,45.84819223
87085_5510_00002,allée Henry de Monfreid,2,,PO0238,1559899.50310000,5184705.15270000,1.19602242,45.84810659
87085_5510_00003,allée Henry de Monfreid,3,,PO0233,1559922.15150000,5184708.85690000,1.19631287,45.84814453
87085_5510_00004,allée Henry de Monfreid,4,,PO0239,1559919.18810000,5184699.43770000,1.19627747,45.84805920
87085_5510_00005,allée Henry de Monfreid,5,,PO0232,1559938.76740000,5184703.45940000,1.19652832,45.84809936
87085_5510_00006,allée Henry de Monfreid,6,,PO0240,1559938.13230000,5184693.72270001,1.19652298,45.84801165
87085_2504_00002,allée Hernani,2,,LT0360,1567732.73420000,5187407.34180000,1.29610964,45.87396614
87085_2504_00003,allée Hernani,3,,LT0352,1567748.92170000,5187444.46630000,1.29630788,45.87430322
87085_2504_00004,allée Hernani,4,,LT0361,1567740.78880000,5187414.48950000,1.29621140,45.87403199
87085_2504_00005,allée Hernani,5,,LT0351,1567743.91860000,5187450.20420000,1.29624187,45.87435387
87085_2504_00006,allée Hernani,6,,LT0362,1567750.24460000,5187422.87630000,1.29633087,45.87410926
87085_2504_00007,allée Hernani,7,,LT0350,1567748.61820000,5187456.37490000,1.29630069,45.87441029
87085_2504_00008,allée Hernani,8,,LT0363,1567760.75260000,5187432.21290000,1.29646362,45.87419527
87085_2504_00009,allée Hernani,9,,LT0349,1567754.75970000,5187461.83160000,1.29637828,45.87446055
87085_2504_00010,allée Hernani,10,,LT0364,1567769.00380000,5187439.52680000,1.29656787,45.87426265
87085_2504_00011,allée Hernani,11,,LT0346,1567762.16540000,5187468.19520000,1.29647190,45.87451922
87085_2504_00014,allée Hernani,14,,LT0348,1567775.60000000,5187457.02720000,1.29664799,45.87442135
87085_2504_00015,allée Hernani,15,,LT0347,1567769.94520000,5187463.49480000,1.29657339,45.87447844
87085_2502_00001,allée Hertz,1,,SK0009,1564990.56500000,5186905.88970000,1.26093667,45.86892205
87085_2502_00003,allée Hertz,3,,SK0009,1564990.15810000,5186910.32700000,1.26093018,45.86896189
87085_2502_00005,allée Hertz,5,,SK0009,1564989.34290000,5186917.62230000,1.26091763,45.86902735
87085_2502_00007,allée Hertz,7,,SK0009,1564988.43900000,5186926.30900000,1.26090355,45.86910532
87085_2502_00009,allée Hertz,9,,SK0009,1564987.87030000,5186933.91870000,1.26089409,45.86917366
87085_2502_00011,allée Hertz,11,,SK0009,1564987.15330000,5186940.37440000,1.26088304,45.86923159
87085_2502_00013,allée Hertz,13,,SK0009,1564986.64760000,5186945.45930000,1.26087510,45.86927723
87085_2502_00015,allée Hertz,15,,SK0009,1564985.86930000,5186952.07970000,1.26086322,45.86933664
87085_2502_00017,allée Hertz,17,,SK0009,1564985.28750000,5186957.44560000,1.26085421,45.86938479
87085_2502_00019,allée Hertz,19,,SK0009,1564984.47560000,5186964.85830000,1.26084167,45.86945131
87085_2582_00001,allée Jacqueline Cochran,1,,SH0215,1558556.24530000,5186802.08540000,1.17811471,45.86669422
87085_2582_00003,allée Jacqueline Cochran,3,,SH0163,1558556.41110000,5186789.89960000,1.17812043,45.86658464
87085_2582_00004,allée Jacqueline Cochran,4,,SH0082,1558549.18170000,5186788.94520000,1.17802762,45.86657456
87085_2582_00008,allée Jacqueline Cochran,8,,SH0201,1558549.09820000,5186758.39180000,1.17803555,45.86629971
87085_2582_00011,allée Jacqueline Cochran,11,,SH0152,1558539.56200000,5186711.33960000,1.17792662,45.86587449
87085_2586_00002,allée Jacques Callot,2,,KZ0073,1567881.33370000,5191721.34020000,1.29683516,45.91280177
87085_2586_00003,allée Jacques Callot,3,,KZ0087,1567891.19150000,5191729.90050000,1.29695984,45.91288068
87085_2586_00004,allée Jacques Callot,4,,KZ0074,1567908.40590000,5191712.57390000,1.29718646,45.91272812
87085_2586_00005,allée Jacques Callot,5,,KZ0086,1567912.44890000,5191722.49150000,1.29723583,45.91281812
87085_2586_00007,allée Jacques Callot,7,,KZ0085,1567945.06670000,5191710.15930000,1.29765959,45.91271345
87085_2586_00008,allée Jacques Callot,8,,KZ0075,1567962.82340000,5191705.61540000,1.29788967,45.91267599
87085_2586_00009,allée Jacques Callot,9,,KZ0084,1567956.68340000,5191763.04890000,1.29779472,45.91319146
87085_2586_00010,allée Jacques Callot,10,,KZ0076,1567967.79400000,5191728.83660000,1.29794733,45.91288584
87085_2586_00011,allée Jacques Callot,11,,KZ0083,1567931.44790000,5191780.01840000,1.29746483,45.91333926
87085_2586_00012,allée Jacques Callot,12,,KZ0077,1567971.64740000,5191747.34590000,1.29799189,45.91305308
